msg:1	[title26][sentence]\n你幹嘛沒事找罪受，\n做這種缺德事？
msg:10405	[title26][sentence]\n這裡有株怪模怪樣的植物。\n東邊有個東西懸浮在海底上方，\n南邊則能看到你的太空船——\n風光不再了。
msg:10406	[title32]花肥\n好啦，這趟冒險還真夠短的。\n可惜最後你落得變成\n花肥的下場。\n
msg:51110	[title32][sentence]\n你站在一座大圓頂底下的街角，\n這圓頂顯然就是『波莉歡樂\n圓頂』。這裡還有間海鮮餐廳，\n你也注意到先前從城市上方\n丟下的釣魚線末端垂在這裡。
msg:51111	[title32][sentence]\n你站在一座大圓頂底下的街角，\n這圓頂顯然就是『波莉歡樂\n圓頂』。這裡還有間海鮮餐廳，\n以及一艘用釣魚線繫住的船。
msg:51112	[title32][sentence]\n你站在一座大圓頂底下的街角，\n這圓頂顯然就是『波莉歡樂\n圓頂』。這裡還有間海鮮餐廳。\n你距離城市那道高聳筆直的\n外牆只有幾碼遠，牆的上方\n可以看見一片晴朗的藍天。
msg:51113	[title19][sentence]\n這是你搭來的那輛磁浮車。
msg:51114	[title33][sentence]\n人行道只被一座大型雕像\n那雙美腿打斷。人行道往南\n再延伸幾碼後，就會抵達\n城市的垂直外牆而中斷。\n往東的話，人行道還會\n繼續延伸幾個街區，\n然後轉向北方。
msg:51115	[title27][sentence]\n這是一座大城市。你決定\n待在車子附近，免得迷路。
msg:51116	[title29][sentence]\n哇！你猜這裡以前一定很\n熱鬧——至少在還有人住的\n時候是這樣。燈還亮著，\n但裡面似乎沒半個人。
msg:51117	[title27][sentence]\n裡面沒有半個人。你注意到\n標價用的是你從沒聽過的\n貨幣單位。這裡顯然不收\n銀河幣。
msg:51118	[title27][sentence]\n看起來鎖住了。鎖的機構\n似乎也因鏽蝕而卡死。\n就算你有鑰匙，恐怕\n也打不開這東西。
msg:51119	[title29][sentence]\n抱歉，鑰匙不對。就算是\n對的鑰匙，這鎖也鏽蝕得\n太嚴重，恐怕根本轉不動。\n這把鎖注定就是打不開了。
msg:51120	[title29][sentence]\n把門炸離鉸鏈，大概也會\n順便炸爛裡面任何值得看的\n東西。你何不乾脆放棄這裡，\n專心去煩惱那個花瓶就好！
msg:51121	[title32][sentence]\n建築物上的魚鱗裝飾，加上\n懸在頭頂上方的那艘船，讓你\n猜這裡是間海鮮餐廳。不過你\n不太敢走到船底下——那些\n纜繩看起來不太牢靠。
msg:51122	[title27][sentence]\n你看到一間小餐廳，裡面\n有幾張桌子和一個櫃台。\n櫃台上似乎有台收銀機，\n但從這裡看不出更多細節。
msg:51123	[title26][sentence]\n這艘船似乎還能用，是有人\n掛在這間海鮮餐廳上方，用來\n營造『氣氛』的。吊著它的\n纜繩，另一端接在城市上層的\n某個東西上。當初把它吊上來\n想必費了一番工夫。要把它\n放下來大概簡單得多，但你得\n先找到那些纜繩的上端才行。
msg:51124	[title21][sentence]\n你成功把船放到了街上。\n接下來呢？
msg:51125	[title27][sentence]\n你把釣魚線綁到了船上。\n現在船繫在城市上緣的\n維修平台上了。
msg:51126	[title32][sentence]\n你從維修平台丟下的釣魚線，\n正垂掛在餐廳前方。
msg:51127	[title27][sentence]\n哇！你願意用左手小指\n換一次機會，見見這座\n雕像的模特兒本人！
msg:51128	[title32][sentence]\n建築物上的魚鱗裝飾，加上\n那艘已經放到街上的船，\n讓你猜這裡是間海鮮餐廳。
msg:51129	[title32][sentence]\n你已經把釣魚線綁在船上了。
msg:51130	[title32][sentence]\n你現在沒有東西可以綁\n釣魚線，撿起鬆脫的那端\n也沒有意義。
msg:51131	[title32][sentence]\n現在把線綁到船上沒有\n意義，因為線根本沒固定\n在任何東西上。
msg:51132	[title32][sentence]\n你搆不到船，沒辦法把線綁上去。
msg:51133	[title32][sentence]\n釣魚線已牢牢綁在船上了。
msg:40510	[title30][sentence]\n這些砲彈為走廊增添了\n濃濃的軍事氣息。看起來\n像是儀式用的，但你還是\n不會想在時速千呎的情況下\n和其中一顆迎面相遇。
msg:40511	[title24][sentence]\n想找點運動做嗎？一想到\n要扛著好幾個沉重的金屬\n砝碼到處走，就違背了你\n對運動近乎信仰般的厭惡。
msg:40512	[title20][sentence]\n一想到要喝不含酒精的東西，\n你就不寒而慄。
msg:40513	[title27][sentence]\n這條走廊顯然不只是用來\n通行的。那塊籃板看起來\n用得很勤。
msg:40514	[title24][sentence]\n看來這盞燈是為了輔助\n裁判而裝的，只要有人\n得分就會亮起。如果換成\n是你，這盞燈大概永遠\n都是暗的。
msg:40515	[title20][sentence]\n這應該就是打開那扇大門\n的方法。你大概需要一張\n高度機密的超級秘密保全\n識別證，插進這個插槽裡。
msg:40516	[title20][sentence]\n走廊往東繼續延伸。你看到\n那個方向還有幾扇門。
msg:40517	[title27][sentence]\n走廊沿著西北向的斜坡\n往上延伸約十碼，然後\n轉往北方。
msg:40518	[title29][sentence]\n這個裝置似乎是在監測\n環境光線，或空氣密度之類\n的東西。以你外行的眼光\n來看，被監測的東西狀況\n似乎不錯。
msg:40519	[title33][sentence]\n你位在一條東西向走廊的\n西端。一堆砲彈點綴著北邊\n的一扇大門。這裡還看得到\n一座飲水機和一扇較小的門。
msg:40520	[title24][sentence]\n這扇大門看起來是用比你\n還硬的材質做的。門旁邊\n有個小小的卡片插槽。
msg:40521	[title17][sentence]\n這道門看起來通往某種\n軍械庫。
msg:40522	[title17][sentence]\n那扇小門開著。你看到\n裡面有個眼熟的裝置。
msg:40523	[title24][sentence]\n這盞仿馬車燈的樣式，\n看起來像是你的室內設計師\n會裝的那種。
msg:40524	[title24][sentence]\n這裡有幾根支柱。你一時\n納悶，在這種從實心岩石\n鑿出來的洞穴裡，到底\n為什麼需要這些支柱。
msg:40525	[title26][sentence]\n[noun1]不合，你可能\n需要別的東西。\n
msg:80510	[title19][sentence]\n你身上沒有瞄準模組。
msg:80511	[title21][sentence]\n你身上沒有護盾調變器。
msg:80512	[title32][sentence]\n拆掉維生模組可不是\n什麼明智之舉。
msg:40110	[title27][sentence]\n這台掃描器直接嵌在走廊\n裡，你不穿過它就沒辦法\n繼續往前走。從這裡看，\n它顯得頗有威脅感。
msg:40111	[title25][sentence]\n憑過去的經驗，你判斷\n這是某種性別掃描器。
msg:40112	[title29][sentence]\n從這裡什麼都看不到，\n但聽起來像是個熱鬧的\n地方。你正開始納悶，\n這裡的人平常都做什麼\n消遣。
msg:40113	[title27][sentence]\n仕女之夜！讚喔！不過話說\n回來，在一個沒有男人的\n星球上，這也沒什麼好意外的。
msg:40114	[title19][sentence]\n南邊的走廊轉過一個彎角，\n消失在視線之外。
msg:40115	[title19][sentence]\n這條走廊通往拘留區的方向。
msg:40116	[title27][sentence]\n走廊中間有台造型古怪的\n掃描器。你還注意到一扇門\n上方掛著一塊電子招牌。
msg:51212	[title26][sentence]\n這台收銀機看起來又老又\n破舊。這間餐廳想必生意\n不怎麼好。你忍不住想，\n多擺幾張桌子搞不好會有\n幫助。
msg:51213	[title20][sentence]\n這台又老又破的收銀機開著，\n可惜裡面空空如也。
msg:51214	[title29][sentence]\n這台又老又破的收銀機開著。\n裡面沒有現金，但你發現\n一把小鑰匙。
msg:51215	[title19][sentence]\n這把鑰匙看起來是一般\n掛鎖在用的那種。
msg:51216	[title32][sentence]\n稍微有點格調的海鮮餐廳，\n牆上都少不了這種黏死的\n釣竿裝飾。
msg:51217	[title29][sentence]\n你從牆上扯下釣竿，把它\n繞著自己彎了好幾圈，\n小心翼翼塞進口袋裡。你\n由衷希望這根釣竿別突然\n彈開（就像小學時那樣），\n把你的褲子毀了。\n
msg:51218	[title26][sentence]\n這東西當壁飾真不錯。你\n一時想像某片海洋上，有艘\n船正載著一位滿肚子火、\n卻沒辦法操舵的船長。
msg:51219	[title26][sentence]\n別費心了。車上的自動\n系統運作得好好的。再說，\n你也沒有工具可以把它裝上去。
msg:51220	[title20][sentence]\n天空和地平線只是畫在\n紙上的，紙的上面還釘著\n一個個舷窗。
msg:51221	[title27][sentence]\n很明顯，這間餐廳的老闆\n沒在桌子上花什麼錢。他\n大概是從附近的廢料場\n撿了這些舊纜線捲軸來充數。
msg:51222	[title25][sentence]\n這些乾癟的老海星，是用\n釘槍釘在牆上的。
msg:51223	[title25][sentence]\n今天扛魚扛得夠多了，\n別再管它們了。
msg:51224	[title26][sentence]\n自從你進來之後，一切都\n沒變。你的車沒被偷——\n至少從你今天稍早把它\n偷來以後就沒再被偷過。
msg:51225	[title29][sentence]\n這看起來就是標準的俗氣\n海鮮餐廳。各式各樣的\n擺飾用膠水黏、釘子釘、\n釘書針釘滿了整面牆。\n桌子是廉價的纜線捲軸，\n椅子的顏色醜得讓你反胃，\n後牆上那條馬林魚標本還發出臭味。\n少的大概只剩龍蝦籠浮球，\n和掛在天花板上的一張魚網。
msg:51226	[title25][sentence]\n你覺得這東西可能派得上\n用場，便悄悄把它塞進口袋。
msg:51227	[title29][sentence]\n這看起來像是從旅行社\n偷來的海灘照片，已經\n褪色又龜裂了。
msg:51228	[title20][sentence]\n你才不需要這張蠢海報。
msg:51229	[title32][sentence]\n後牆上的馬林魚標本正把\n整個房間薰得臭氣沖天。\n不過收銀機旁邊那顆怪異\n的海怪頭倒是有點眼熟。\n嘿！牠長得很像你透過水下\n觀景窗看到的那隻醜東西。\n只不過觀景窗裡那隻，\n體型大上「非常」多。
msg:51230	[title30][sentence]\n後牆上的馬林魚標本正把\n整個房間薰得臭氣沖天。\n收銀機旁邊那顆怪異的\n海怪頭看起來相當離奇。\n你納悶這種怪獸是否\n真的存在過。
msg:51231	[title21][sentence]\n這種廉價塑膠模製椅，\n坐起來永遠讓你腰痠背痛。
msg:51232	[title27][sentence]\n看來這裡生意太差了，\n老闆只好把用餐區其他\n部分封起來。至少你大概\n能享受到專屬服務吧。
msg:51233	[title27][sentence]\n這甚至不是真正的麻繩。\n只要靠上去，大概就會\n散開。這種爛繩子你\n派不上用場。
msg:51234	[title27][sentence]\n這些俗氣的燈，替每張桌子\n投下昏暗的光。你很意外，\n這麼小氣的餐廳老闆居然\n願意花電費點亮這個地方。
msg:51235	[title24][sentence]\n櫃台上唯一吸引你目光的，\n就是那台收銀機。
msg:51236	[title25][sentence]\n你翻找了一會兒，總算\n找到那個『無銷售』鍵……
msg:51237	[title30][sentence]\n看樣子這裡以前也賣新鮮\n魚貨。櫃台裡嵌著三個\n冰櫃，大概已經「很久」\n沒清空過了。
msg:51238	[title26][sentence]\n就在你的手快摸到最近那個\n冰櫃蓋把手時，你停下來\n想了想。這些櫃子上次清理\n是多久以前的事了？裡面\n會不會躺著上百年的死魚？\n既然忘了帶防化裝備，你\n決定還是別開這些冰櫃了。
msg:51239	[title32][sentence]\n收銀機已經開著了。你要是\n再一直拉它，抽屜大概會\n直接摔到地上。
msg:80410	[title24][sentence]\n你坐在一艘小型、配備\n齊全的單人私人太空船裡，\n看起來像是跑車型號。
msg:80411	[title18][sentence]\n透過玻璃，你能看到\n遠方的樹木。
msg:80412	[title27][sentence]\n透過玻璃，你能看到遠方\n的樹木，不過透過反重力\n光束看過去，樹木的顏色\n顯得有點古怪。
msg:80413	[title24][sentence]\n船艙罩上有道小裂縫。\n或許還能維持氣密，但\n以這種狀態把船開進真空，\n你恐怕會捏一把冷汗。
msg:80414	[title21][sentence]\n你把艙罩上的裂縫修得\n很漂亮。這艘船現在應該\n已經氣密了。
msg:80415	[title22][sentence]\n稍微研究了一下操控裝置後，\n你有信心能駕駛這艘船。
msg:80416	[title26][sentence]\n瞄了一眼狀態面板，你\n發現燃料是滿的，曲速\n線圈狀況良好，而且你\n現在位於一個標準重力場。
msg:80417	[title20][sentence]\n瞄了一眼狀態面板，你\n發現燃料是滿的，曲速\n線圈狀況良好，而且你\n現在位於一個人工微重力場中。
msg:80418	[title19][sentence]\n這艘船以前的主人，顯然\n是為長途旅行做足了準備。
msg:80419	[title21][sentence]\n你現在還用不著這個。
msg:80420	[title21][sentence]\n儀器看起來運作正常。\n你有信心能駕駛這艘船。
msg:80421	[title26][sentence]\n這座椅相當舒適。你早就\n想要一台這種跑車型號，\n但一直都湊不出錢來。
msg:80422	[title24][sentence]\n你拉了幾下節流閥，才\n發現這艘船是設計來在\n低重力或零重力環境下\n起飛的。你現在處於標準\n重力，這艘船哪裡都去不了。
msg:80423	[title26][sentence]\n你伸手去拉操縱桿……不行！\n你就是沒辦法丟下那個\n花瓶離開這顆星球。你這輩子\n沒失手過一次，現在也不會\n破例。再說，你還等著那筆\n錢去付新船的頭期款呢。
msg:80424	[title19][sentence]\n你拉動節流閥，感覺到\n引擎點火啟動……
msg:80425	[title30][sentence]\n想起外頭那隻可憐、被拍成\n肉餅的哺乳動物，你決定\n先關掉反重力場，再打開艙罩。
msg:80426	[title24][sentence]\n你把一大坨強力膠擠進\n裂縫最深的地方。膠幾乎\n瞬間就硬化了。你有信心，\n憑這手工，飛出太空也\n不會漏氣減壓。\n\n
msg:80710	[title26][sentence]\n由於這台傳送器是嵌在\n牆裡的，透過觀景窗其實\n看不到什麼。這種機器顯然\n是設計給室內外通用的——\n可惜只有室外機型才有\n風景可看。
msg:80711	[title24][sentence]\n這個鍵盤上有十二個按鍵，\n除了0到9的數字鍵之外，\n還有『笑臉』和『哭臉』鍵。
msg:80712	[title25][sentence]\n這個輸入裝置的複雜程度，\n大概跟一台口袋型計算機\n差不多。慢慢來，你遲早\n會搞懂的。
msg:80713	[title22][sentence]\n這是一把鑰匙。提示：\n大小跟人類指尖差不多。
msg:80714	[title16][sentence]\n你站在一台外星傳送\n裝置裡。
msg:80110	[title26][sentence]\n天花板上布滿電線、\n管道和大樑，顯然當初\n建造者沒有完工。
msg:80111	[title30][sentence]\n這台監視器提供關於當地\n空域的有用資訊。你很意外\n它居然還在運作。等等！\n如果這些讀數沒錯，那艘\n擊落你的大型戰艦還在\n天上。你得想辦法繞過\n那艘船，才能離開這顆星球。
msg:80112	[title17][sentence]\n這看起來就跟你在這顆\n星球上見過的其他傳送器\n一樣。
msg:80113	[title27][sentence]\n你認出這裡的設備，是\n小型機場的必備裝置。\n雷達螢幕和反重力控制\n面板就是最明顯的線索。
msg:80114	[title26][sentence]\n廣播喇叭一直安靜無聲。\n你為此感到慶幸，因為\n從它的尺寸判斷，一旦\n響起來肯定吵得要命。
msg:80115	[title29][sentence]\n這東西想必是用來替太空船\n飛行員做視力測驗的。你\n瞄了一眼視力表，很高興\n發現自己視力依然是滿分。
msg:80116	[title27][sentence]\n牆上唯一值得留意的東西，\n是一張視力表、一個控制\n面板，和一台大型雷達螢幕。
msg:80117	[title18][sentence]\n這扇門目前是關著的。\n
msg:80210	[title33][sentence]\n這座發射台看起來狀況\n不太好。事實上，有棵樹\n直接從中間長穿過去。同一\n棵樹，也讓停在上面的一艘\n小型太空船受到無法修復\n的損壞。
msg:80211	[title26][sentence]\n這座發射台看起來狀況\n不太好。事實上，有棵樹\n直接從中間長穿過去。同一\n棵樹，也讓停在上面的一艘\n小型太空船受到無法修復\n的損壞。你注意到，從那艘\n報廢船隻腐爛的線束殘骸上，\n垂掛著某個東西。
msg:80212	[title25][sentence]\n這座發射台看起來狀況\n不太好。事實上，有棵樹\n直接從中間長穿過去。同一\n棵樹，也讓停在上面的一艘\n小型太空船受到無法修復\n的損壞。你注意到，發射台\n上靠近船的地方，有個小裝置。
msg:80213	[title26][sentence]\n這座發射台看起來狀況\n不太好。事實上，有棵樹\n直接從中間長穿過去。同一\n棵樹，也讓停在上面的一艘\n小型太空船受到無法修復\n的損壞。你注意到，從那艘\n報廢船隻腐朽的線束殘骸上，\n垂掛著某個東西。你還看到\n發射台上靠近船的地方，\n有個小裝置。
msg:80214	[title24][sentence]\n這大概是那種先進的防禦\n用護盾調變器。你在油豬號\n上就有一個一模一樣的，\n上次那場太空戰也是靠它\n保住一命。
msg:80215	[title25][sentence]\n你覺得這東西可能派得上\n用場，便把護盾調變器\n塞進口袋裡。
msg:80216	[title22][sentence]\n這看起來像是你錄音機的\n遙控器，只不過上面只有\n一個按鈕。
msg:80217	[title19][sentence]\n這艘船的狀況很慘。歷史上\n曾有棵樹長穿過它，把\n大部分引擎零件都毀了。\n這艘船哪裡都去不了了。
msg:80218	[title20][sentence]\n這艘船的狀況很慘。歷史上\n曾有棵樹長穿過它，把\n大部分引擎零件都毀了。\n這艘船哪裡都去不了了。\n駕駛艙殘骸上，垂掛著\n一個看起來眼熟的裝置。
msg:80219	[title16][sentence]\n這些灌木叢又厚又密，\n根本過不去。看來這是\n這一帶最主要的植被類型。
msg:80220	[title20][sentence]\n那邊還有一座發射台，\n上面停著一艘船。
msg:80221	[title18][sentence]\n天空湛藍無雲。
msg:80222	[title19][sentence]\n這艘船不值得偷。
msg:80223	[title21][sentence]\n你撿起那個造型古怪的\n遙控器，放進口袋裡。
msg:80224	[title19][sentence]\n這裡的樹跟你在墜機地點\n附近那座島上看到的樹\n非常相似。或許你離那裡\n不算太遠。
msg:80225	[title20][sentence]\n西邊可以看到那棟\n有控制室的建築。
msg:80310	[title33][sentence]\n這裡的發射台狀況比西邊\n那座好多了。沒有樹長穿\n過它，灌木叢似乎也保持\n距離，停在上面的船看起來\n狀態相當不錯。
msg:80311	[title24][sentence]\n西邊可以看到那艘可憐的\n船，樹就那樣從中間長穿過去。
msg:80312	[title29][sentence]\n看來你打開反重力光束時，\n有隻小動物誤闖了進去。\n計時結束、光束關閉後，\n這可憐的傢伙就重重摔了\n下來。
msg:80313	[title18][sentence]\n反重力光束打開時，顯然有隻小動物\n誤闖了進去。計時器歸零、\n光束關閉的瞬間，那可憐傢伙\n重重摔了下來。你看！\n六腔的心臟耶！酷斃了！
msg:80315	[title30][sentence]\n灌木叢又密又擋路，完全過不去。\n看來這一帶最常見的\n植被就是它們了。
msg:80317	[title17][sentence]\n哇！這才叫像樣的太空船！配了\n躍遷線圈、四管雷射砲、\n克萊納防護罩，還有一組\n威力十足的傳統推進器。\n船況保養得很不錯。
msg:80318	[title30][sentence]\n這裡可能曾經是某種\n航管塔台。由於原生植被\n幾乎蓋滿了整座太空港，\n很難判斷原本的格局。
msg:80319	[title19][sentence]\n這裡的樹和你墜機地點附近\n島上看到的樹很像。\n或許你離那裡不遠。
msg:80320	[title18][sentence]\n天空一片湛藍，萬里無雲。
msg:80321	[title20][sentence]\n這東西可塞不進你口袋。\n要不試著坐進駕駛艙？\n
msg:50810	[title24][sentence]\n這是雷射光束瞄準的\n那面牆。看樣子材質\n異常堅固耐用。
msg:50811	[title29][sentence]\n看來有人把一個小娃娃\n留在基座上。大概是覺得\n太可愛捨不得丟？你按捺住\n想放火燒了它的衝動——\n你一向討厭這種東西。
msg:50812	[title25][sentence]\n你死也不會被人看到\n拿著這種東西。你向來\n討厭這種粗製濫造的\n商業垃圾。
msg:50813	[title33][sentence]\n你猜蓋這間實驗室的人，\n特地在這裡擺了基座，\n就是為了放測試物。\n雷射瞄準的位置，似乎在\n基座頂端上方幾吋處——\n現在這個高度，剛好對準\n那個娃娃的左眼。
msg:50814	[title29][sentence]\n基座靜靜立在強力雷射\n光束之下，上面還留著\n幾撮娃娃填充棉絮。
msg:50815	[title27][sentence]\n基座上現在擺著一面\n精準放置的鏡子，正把\n雷射光導向天花板。
msg:50816	[title26][sentence]\n這些沙包是用來保護\n站在控制台前的人，\n免得被飛濺的碎片打到。
msg:50817	[title19][sentence]\n這東西對你來說\n重得扛不動。
msg:50818	[title33][sentence]\n控制站是個小基座，上面\n有鍵盤和螢幕。鍵盤上\n沒有標準字母，滿滿都是\n怪里怪氣的符號，你一個\n字都看不懂。
msg:50819	[title25][sentence]\n螢幕一片空白，\n顯然是關著的。
msg:50820	[title25][sentence]\n這螢幕顯示，雷射目前\n輸出大約一兆瓦的光能。\n螢幕上的數值不斷跳動，\n溫度變化劇烈——\n這絕對是門正經的雷射砲！
msg:50821	[title29][sentence]\n這是一門超巨大雷射砲。\n看那堆管線，你猜是液冷式，\n還直接接上整座城市的\n電網。這頭猛獸，你絕對\n不會想擋在它前面。
msg:50822	[title32][sentence]\n這門大雷射砲正持續\n發射光束。從這龐然大物\n內部的冷卻系統，傳來\n低沉的嗡嗡聲。
msg:50823	[title33][sentence]\n你也很想啊！拿這玩意\n對某個外星爛貨來場\n快速拔槍對決，豈不痛快？\n只不過，要拔出一個比你\n臥室還大的傢伙，大概\n沒那麼容易。
msg:50824	[title20][sentence]\n這根小拉桿上沒有標示，\n看不出是做什麼用的。
msg:50825	[title26][sentence]\n這就是你用來啟動\n雷射砲的拉桿。目前\n似乎卡死在這個位置。
msg:50826	[title27][sentence]\n這根拉桿已經『推』到底了，\n不能再推。如果想把它\n往自己這邊移，你該試試\n『拉』。
msg:50827	[title21][sentence]\n看起來還是離遠一點\n比較好。
msg:50828	[title29][sentence]\n雷射光束被反射向上，\n穿過天花板，射進了\n這間實驗室樓上的某處。
msg:50829	[title29][sentence]\n喔，對啦，伸手抓住就好了，\n是吧？你搖搖頭，腦袋\n晃了一晃歸位，最後幾條\n神經總算接對線。你決定\n還是別去抓那道光束。
msg:50830	[title26][sentence]\n天花板上有幾道焦痕，\n你猜是光束反射造成的。\n除此之外沒什麼好看的。
msg:50831	[title22][sentence]\n反射的雷射光束在天花板\n上鑿出一個大洞，現在\n正直直穿過那個洞發射。
msg:50832	[title26][sentence]\n牆上有幾道焦黑痕跡，\n應該是某個半反光物體\n被雷射打中留下的。
msg:50833	[title26][sentence]\n哇！你一直很想\n把那些蠢娃娃碎屍萬段，\n這下真是爽快！不過，\n這雷射砲是設計來連續\n發射的，現在還開著。
msg:50834	[title25][sentence]\n你熟練地把[noun1]放上\n基座，擋在雷射路徑上。\n光束被你反射得筆直向上，\n燒穿了天花板。
msg:50835	[title30][sentence]\n基座上沒有空間\n放[noun1]了。或許你該\n先把娃娃『移開』。
msg:50836	[title30][sentence]\n雷射光束已經被\n另一面鏡子反射走了。
msg:50837	[title32][sentence]\n你用力拉拉桿，但它似乎\n卡死在「開」的位置。
msg:50610	[title25][sentence]\n你該不會真的想去\n『痢勝客』吃飯吧？\n你自己想想看。
msg:50611	[title30][sentence]\n根據車上的顯示，這裡\n應該是巴奈特汽車旅館。\n你當然還有更重要的事\n要忙，沒空睡覺，對這家\n旅館也就意思一下，\n很快就沒了興趣。
msg:50612	[title25][sentence]\n招牌寫著：『席德機車行』。\n門口停著一輛老舊的\n飛行機車。
msg:50613	[title30][sentence]\n哇！貨真價實的飛行機車！\n你從小到大都沒再見過\n這種寶貝了。可惜這台\n又老又鏽，不然你真想\n騎上去兜兜風。
msg:50614	[title27][sentence]\n這老骨董鏽成這樣，\n你腳架一收大概就\n當場散架。還是\n別碰的好。
msg:50615	[title29][sentence]\n軟體商店的屋頂上有個\n大螢幕。門上方裝著感應器，\n看來是自動門。
msg:50616	[title22][sentence]\n從建築外型判斷，\n你猜這裡應該是某種\n研究實驗室——屋頂上\n那台大顯微鏡，\n算是個不算隱晦的提示。
msg:50617	[title32][sentence]\n這條街延伸得相當遠。\n你決定還是待在車子\n附近比較好——萬一在\n市中心迷路，搞不好\n要花好幾天才找得回來。
msg:50618	[title26][sentence]\n你環顧四周，看到一家餐廳、汽車旅館、\n實驗室、軟體店等各種建築。\n圓筒形城市的內牆，高聳在你頭頂上方。
msg:50619	[title32][sentence]\n軟體店的招牌看起來\n像個大螢幕。憑你狡猾\n又聰明的直覺，你懷疑那\n根本不是真螢幕，而是個\n假的外殼！哈！休想在\n雷克斯‧尼布勒面前耍花招！
msg:50620	[title27][sentence]\n這就是你搭來的\n那台可愛小磁浮車。
msg:50621	[title30][sentence]\n你盯著天空看了一會兒。\n你又盯著天空看了一會兒。\n你再次盯著天空看了一會兒。\n你放空盯著天空看了一輩子。\n你花半秒鐘回過神來。\n
msg:40810	[title26][sentence]\n這看起來是種地面載具，\n能應付各種地形。\n可惜你根本不會開。
msg:40811	[title21][sentence]\n哇塞！你也太有野心了！\n你知道『雙重疝氣』是\n什麼滋味嗎？挑點\n比你體重輕的東西拿吧。
msg:40812	[title24][sentence]\n看看那枚飛彈的尺寸！\n又長又硬。等等！\n這種東西以前從沒讓你\n心癢過。你最好祈禱\n錯體機還能正常運作。
msg:40813	[title13][sentence]\n你用不著\n這個『維和者』。
msg:40814	[title25][sentence]\n現在的手榴彈真是今非昔比。\n這顆看起來被灌了\n植物肥料。
msg:40815	[title20][sentence]\n你不可能扛得動\n這麼大一顆。更別說\n丟得動了。難道你要\n拔掉插銷然後拔腿狂奔？
msg:40816	[title21][sentence]\n你很快考慮了一下，\n要不要拔掉這顆巨型\n手榴彈的插銷。你想像著\n要花多久才能在整座\n軍械庫把這裡炸上\n平流層之前逃出去。\n你決定還是多活\n幾年比較實在。
msg:40817	[title25][sentence]\n這艘飛船讓你想起某天\n早上醒來，身邊躺著的\n那個人。你想到就一陣\n反胃，再次發誓絕不\n空腹喝『安塔利安\n腎臟扭轉』。
msg:40818	[title32][sentence]\n講到自我膨脹也該有個限度。\n考慮拿點體積不到你\n五千倍的東西吧。
msg:40819	[title27][sentence]\n這地方到處都是彈藥。\n或許你該小心自己\n踩的地方。畢竟一步\n踩錯，就是『轟隆』\n的時候了。
msg:40820	[title19][sentence]\n你手上沒有槍能\n上這種口徑的彈藥。
msg:40821	[title25][sentence]\n這台好用的機關，這些年\n大概拿來拋射過鐵砧、\n一噸重番茄、飛彈，\n還有翻船的外星訪客。
msg:40822	[title33][sentence]\n這下有點過分了。你要\n怎麼把它弄出去？你能\n想像自己低調地推著一台\n投石機，在地底基地裡\n到處逛嗎？算了吧。
msg:40823	[title21][sentence]\n箱子裡有各種沒用\n的東西，還有一個閃亮\n的裝置——你一眼\n就認出是瞄準模組。
msg:40824	[title21][sentence]\n這就是你找到瞄準模組\n的那個箱子。裡面\n沒有其他有趣的東西了。
msg:40825	[title12][sentence]\n你現在手上\n已經有一個了。
msg:40826	[title26][sentence]\n你懷疑這麼薄一層金屬\n能擋得住雷射轟擊嗎？\n這大概是某種運動器材。\n你想像穿上這玩意，\n繞著小圈子跑步，\n應該是很棒的運動。
msg:40827	[title22][sentence]\n你知道穿著那玩意走路\n能撐多久嗎？前五分鐘\n你流的汗，大概就能把\n所有活動零件鏽光。
msg:40828	[title19][sentence]\n這應該是裝甲車的\n出入口。
msg:40829	[title27][sentence]\n你怎麼弄都打不開。\n不過也無所謂，你本來\n也不太想爬進一台老舊\n裝甲車裡到處鑽。
msg:40830	[title33][sentence]\n這些桶子看起來應該裝著\n火藥之類的東西。結果，\n裡面裝的似乎全是\n塑膠猴子。你很納悶，\n這些猴子到底有什麼\n軍事用途。
msg:40831	[title20][sentence]\n你用不著這些桶子——\n塑膠猴子也一樣。
msg:40832	[title25][sentence]\n這艘救生筏看起來\n狀況不太好。你懷疑\n它到底能不能下水。
msg:40833	[title18][sentence]\n你用不著這艘又舊\n又破、靠不住的充氣筏。
msg:40834	[title22][sentence]\n看起來有點像番茄，\n但重得多。看正面\n噴漆印的數字，你判斷\n這是一噸重的番茄\n（而不是，比如說，\n五噸重的番茄）。
msg:40835	[title24][sentence]\n你怎麼使勁都舉不起來。\n這玩意大概真的\n重達一噸。
msg:40836	[title21][sentence]\n這個鐵砧上滿是刮痕\n與凹痕。大概是在\n紀念碑谷用來砸\n嗶嗶鳥的道具。
msg:40837	[title26][sentence]\n你盯著這顆兩噸重的\n砝碼看了一會兒。實在\n想不出兩噸重砝碼有什麼\n軍事用途，你決定\n去看點別的。
msg:40838	[title25][sentence]\n痱子粉？這座軍械庫\n顯然是性別大戰時\n女性陣營囤的貨。你腦中\n閃過一絲大男人主義的\n念頭，但一想到\n她們可是打贏了那場戰爭，\n立刻就矮了一截。
msg:40839	[title21][sentence]\n這顯然是用來\n大量施灑痱子粉\n的工具。
msg:40840	[title17][sentence]\n是喔，對啦，\n你才不會想要\n這種東西。
msg:40841	[title11][sentence]\n紙箱就放在\n鐵砧下面。
